,Область,Год,Население,Unnamed: 0,index,ranks
444,Акмолинская,2044,731880,468.4,854.6,446
443,Акмолинская,2044,731930,468.3,852.7,447
442,Акмолинская,2044,731981,468.2,850.8,448
441,Акмолинская,2044,732031,468.1,848.9,449
440,Акмолинская,2044,732082,468.0,847.0,450
440,Актюбинская,2044,1178253,495.0,860.0,441
441,Актюбинская,2044,1179486,495.1,860.9,442
442,Актюбинская,2044,1180719,495.2,861.8,443
443,Актюбинская,2044,1181952,495.3,862.7,444
444,Актюбинская,2044,1183185,495.4,863.6,445
445,Актюбинская,2044,1184418,495.5,864.5,446
446,Актюбинская,2044,1185651,495.6,865.4,447
447,Актюбинская,2044,1186884,495.7,866.3,448
448,Актюбинская,2044,1188117,495.8,867.2,449
449,Актюбинская,2044,1189350,495.9,868.1,450
440,Алматинская,2044,2320660,522.0,851.0,441
441,Алматинская,2044,2322334,522.1,852.3,442
442,Алматинская,2044,2324009,522.2,853.6,443
443,Алматинская,2044,2325683,522.3,854.9,444
444,Алматинская,2044,2327358,522.4,856.2,445
445,Алматинская,2044,2329032,522.5,857.5,446
446,Алматинская,2044,2330707,522.6,858.8,447
447,Алматинская,2044,2332381,522.7,860.1,448
448,Алматинская,2044,2334056,522.8,861.4,449
449,Алматинская,2044,2335730,522.9,862.7,450
440,Алматы,2044,2976719,900.0,845.0,441
441,Алматы,2044,2981225,900.1,848.4,442
442,Алматы,2044,2985731,900.2,851.8,443
443,Алматы,2044,2990237,900.3,855.2,444
444,Алматы,2044,2994744,900.4,858.6,445
445,Алматы,2044,2999250,900.5,862.0,446
446,Алматы,2044,3003756,900.6,865.4,447
447,Алматы,2044,3008263,900.7,868.8,448
448,Алматы,2044,3012769,900.8,872.2,449
449,Алматы,2044,3017275,900.9,875.6,450
440,Астана,2044,2046839,927.0,857.0,441
441,Астана,2044,2050746,927.1,859.0,442
442,Астана,2044,2054653,927.2,861.0,443
443,Астана,2044,2058560,927.3,863.0,444
444,Астана,2044,2062467,927.4,865.0,445
445,Астана,2044,2066374,927.5,867.0,446
446,Астана,2044,2070281,927.6,869.0,447
447,Астана,2044,2074188,927.7,871.0,448
448,Астана,2044,2078095,927.8,873.0,449
449,Астана,2044,2082002,927.9,875.0,450
440,Атырауская,2044,916931,549.0,850.0,441
441,Атырауская,2044,918073,549.1,852.1,442
442,Атырауская,2044,919216,549.2,854.2,443
443,Атырауская,2044,920359,549.3,856.3,444
444,Атырауская,2044,921502,549.4,858.4,445
445,Атырауская,2044,922645,549.5,860.5,446
446,Атырауская,2044,923788,549.6,862.6,447
447,Атырауская,2044,924931,549.7,864.7,448
448,Атырауская,2044,926074,549.8,866.8,449
449,Атырауская,2044,927217,549.9,868.9,450
449,ВКО,2044,766822,576.9,876.8,441
448,ВКО,2044,768599,576.8,873.6,442
447,ВКО,2044,770377,576.7,870.4,443
446,ВКО,2044,772154,576.6,867.2,444
445,ВКО,2044,773932,576.5,864.0,445
444,ВКО,2044,775709,576.4,860.8,446
443,ВКО,2044,777486,576.3,857.6,447
442,ВКО,2044,779264,576.2,854.4,448
441,ВКО,2044,781041,576.1,851.2,449
440,ВКО,2044,782819,576.0,848.0,450
440,Жамбылская,2044,1382198,603.0,841.0,441
441,Жамбылская,2044,1383180,603.1,843.6,442
442,Жамбылская,2044,1384163,603.2,846.2,443
443,Жамбылская,2044,1385145,603.3,848.8,444
444,Жамбылская,2044,1386128,603.4,851.4,445
445,Жамбылская,2044,1387110,603.5,854.0,446
446,Жамбылская,2044,1388093,603.6,856.6,447
447,Жамбылская,2044,1389075,603.7,859.2,448
448,Жамбылская,2044,1390058,603.8,861.8,449
449,Жамбылская,2044,1391040,603.9,864.4,450
229,Жетісу,2044,685155,630.9,870.7,221
228,Жетісу,2044,685217,630.8,869.4,222
227,Жетісу,2044,685280,630.7,868.1,223
226,Жетісу,2044,685342,630.6,866.8,224
225,Жетісу,2044,685404,630.5,865.5,225
224,Жетісу,2044,685467,630.4,864.2,226
223,Жетісу,2044,685529,630.3,862.9,227
222,Жетісу,2044,685592,630.2,861.6,228
221,Жетісу,2044,685654,630.1,860.3,229
220,Жетісу,2044,685717,630.0,859.0,230
440,ЗКО,2044,735127,657.0,846.0,441
441,ЗКО,2044,735462,657.1,847.9,442
442,ЗКО,2044,735798,657.2,849.8,443
443,ЗКО,2044,736134,657.3,851.7,444
444,ЗКО,2044,736470,657.4,853.6,445
445,ЗКО,2044,736806,657.5,855.5,446
446,ЗКО,2044,737142,657.6,857.4,447
447,ЗКО,2044,737478,657.7,859.3,448
448,ЗКО,2044,737814,657.8,861.2,449
449,ЗКО,2044,738150,657.9,863.1,450
449,Карагандинская,2044,1244115,684.9,874.4,441
448,Карагандинская,2044,1244403,684.8,870.8,442
447,Карагандинская,2044,1244691,684.7,867.2,443
446,Карагандинская,2044,1244980,684.6,863.6,444
445,Карагандинская,2044,1245268,684.5,860.0,445
444,Карагандинская,2044,1245556,684.4,856.4,446
443,Карагандинская,2044,1245845,684.3,852.8,447
442,Карагандинская,2044,1246133,684.2,849.2,448
441,Карагандинская,2044,1246421,684.1,845.6,449
440,Карагандинская,2044,1246710,684.0,842.0,450
449,Костанайская,2044,747092,711.9,872.7,441
448,Костанайская,2044,747526,711.8,869.4,442
447,Костанайская,2044,747960,711.7,866.1,443
446,Костанайская,2044,748394,711.6,862.8,444
445,Костанайская,2044,748828,711.5,859.5,445
444,Костанайская,2044,749262,711.4,856.2,446
443,Костанайская,2044,749696,711.3,852.9,447
442,Костанайская,2044,750130,711.2,849.6,448
441,Костанайская,2044,750564,711.1,846.3,449
440,Костанайская,2044,750998,711.0,843.0,450
440,Кызылординская,2044,1082774,738.0,856.0,441
441,Кызылординская,2044,1083940,738.1,858.5,442
442,Кызылординская,2044,1085106,738.2,861.0,443
443,Кызылординская,2044,1086273,738.3,863.5,444
444,Кызылординская,2044,1087439,738.4,866.0,445
445,Кызылординская,2044,1088606,738.5,868.5,446
446,Кызылординская,2044,1089772,738.6,871.0,447
447,Кызылординская,2044,1090938,738.7,873.5,448
448,Кызылординская,2044,1092105,738.8,876.0,449
449,Кызылординская,2044,1093271,738.9,878.5,450
440,Мангистауская,2044,1214087,765.0,852.0,441
441,Мангистауская,2044,1216214,765.1,854.1,442
442,Мангистауская,2044,1218342,765.2,856.2,443
443,Мангистауская,2044,1220469,765.3,858.3,444
444,Мангистауская,2044,1222597,765.4,860.4,445
445,Мангистауская,2044,1224725,765.5,862.5,446
446,Мангистауская,2044,1226852,765.6,864.6,447
447,Мангистауская,2044,1228980,765.7,866.7,448
448,Мангистауская,2044,1231107,765.8,868.8,449
449,Мангистауская,2044,1233235,765.9,870.9,450
449,Павлодарская,2044,744947,792.9,861.3,441
448,Павлодарская,2044,744971,792.8,860.6,442
447,Павлодарская,2044,744995,792.7,859.9,443
446,Павлодарская,2044,745019,792.6,859.2,444
445,Павлодарская,2044,745043,792.5,858.5,445
444,Павлодарская,2044,745067,792.4,857.8,446
443,Павлодарская,2044,745091,792.3,857.1,447
442,Павлодарская,2044,745115,792.2,856.4,448
441,Павлодарская,2044,745139,792.1,855.7,449
440,Павлодарская,2044,745163,792.0,855.0,450
440,Республика Казахстан ,2044,23972453,819.0,854.0,441
441,Республика Казахстан ,2044,23994751,819.1,855.4,442
442,Республика Казахстан ,2044,24017050,819.2,856.8,443
443,Республика Казахстан ,2044,24039349,819.3,858.2,444
444,Республика Казахстан ,2044,24061648,819.4,859.6,445
445,Республика Казахстан ,2044,24083947,819.5,861.0,446
446,Республика Казахстан ,2044,24106245,819.6,862.4,447
447,Республика Казахстан ,2044,24128544,819.7,863.8,448
448,Республика Казахстан ,2044,24150843,819.8,865.2,449
449,Республика Казахстан ,2044,24173142,819.9,866.6,450
449,СКО,2044,340471,846.9,879.9,441
448,СКО,2044,341274,846.8,877.8,442
447,СКО,2044,342077,846.7,875.7,443
446,СКО,2044,342881,846.6,873.6,444
445,СКО,2044,343684,846.5,871.5,445
444,СКО,2044,344487,846.4,869.4,446
443,СКО,2044,345291,846.3,867.3,447
442,СКО,2044,346094,846.2,865.2,448
441,СКО,2044,346897,846.1,863.1,449
440,СКО,2044,347701,846.0,861.0,450
440,Туркестанская,2044,2327317,873.0,844.0,441
441,Туркестанская,2044,2327447,873.1,846.6,442
442,Туркестанская,2044,2327577,873.2,849.2,443
443,Туркестанская,2044,2327707,873.3,851.8,444
444,Туркестанская,2044,2327838,873.4,854.4,445
445,Туркестанская,2044,2327968,873.5,857.0,446
446,Туркестанская,2044,2328098,873.6,859.6,447
447,Туркестанская,2044,2328229,873.7,862.2,448
448,Туркестанская,2044,2328359,873.8,864.8,449
449,Туркестанская,2044,2328489,873.9,867.4,450
270,Шымкент,2044,2184473,954.0,858.0,271
271,Шымкент,2044,2189205,954.1,859.7,272
272,Шымкент,2044,2193938,954.2,861.4,273
273,Шымкент,2044,2198670,954.3,863.1,274
274,Шымкент,2044,2203403,954.4,864.8,275
275,Шымкент,2044,2208136,954.5,866.5,276
276,Шымкент,2044,2212868,954.6,868.2,277
277,Шымкент,2044,2217601,954.7,869.9,278
278,Шымкент,2044,2222333,954.8,871.6,279
279,Шымкент,2044,2227066,954.9,873.3,280
229,Ұлытау,2044,182577,981.9,862.0,221
228,Ұлытау,2044,182752,981.8,861.0,222
227,Ұлытау,2044,182927,981.7,860.0,223
226,Ұлытау,2044,183102,981.6,859.0,224
225,Ұлытау,2044,183277,981.5,858.0,225
224,Ұлытау,2044,183452,981.4,857.0,226
223,Ұлытау,2044,183627,981.3,856.0,227
222,Ұлытау,2044,183802,981.2,855.0,228
221,Ұлытау,2044,183977,981.1,854.0,229
220,Ұлытау,2044,184152,981.0,853.0,230
239,Абай,2045,607637,442.9,896.5,231
238,Абай,2045,607656,442.8,894.0,232
237,Абай,2045,607674,442.7,891.5,233
236,Абай,2045,607693,442.6,889.0,234
235,Абай,2045,607711,442.5,886.5,235
234,Абай,2045,607730,442.4,884.0,236
233,Абай,2045,607748,442.3,881.5,237
232,Абай,2045,607767,442.2,879.0,238
231,Абай,2045,607785,442.1,876.5,239
230,Абай,2045,607804,442.0,874.0,240
459,Акмолинская,2045,731123,469.9,885.8,451
458,Акмолинская,2045,731174,469.8,883.6,452
457,Акмолинская,2045,731224,469.7,881.4,453
456,Акмолинская,2045,731275,469.6,879.2,454
455,Акмолинская,2045,731325,469.5,877.0,455
454,Акмолинская,2045,731376,469.4,874.8,456
453,Акмолинская,2045,731426,469.3,872.6,457
452,Акмолинская,2045,731477,469.2,870.4,458
451,Акмолинская,2045,731527,469.1,868.2,459
450,Акмолинская,2045,731578,469.0,866.0,460
450,Актюбинская,2045,1190583,496.0,869.0,451
451,Актюбинская,2045,1191815,496.1,872.2,452
452,Актюбинская,2045,1193048,496.2,875.4,453
453,Актюбинская,2045,1194281,496.3,878.6,454
454,Актюбинская,2045,1195514,496.4,881.8,455
455,Актюбинская,2045,1196747,496.5,885.0,456
456,Актюбинская,2045,1197980,496.6,888.2,457
457,Актюбинская,2045,1199213,496.7,891.4,458
458,Актюбинская,2045,1200446,496.8,894.6,459
459,Актюбинская,2045,1201679,496.9,897.8,460
450,Алматинская,2045,2337405,523.0,864.0,451
451,Алматинская,2045,2339079,523.1,866.3,452
452,Алматинская,2045,2340753,523.2,868.6,453
453,Алматинская,2045,2342428,523.3,870.9,454
454,Алматинская,2045,2344102,523.4,873.2,455
455,Алматинская,2045,2345777,523.5,875.5,456
456,Алматинская,2045,2347451,523.6,877.8,457
457,Алматинская,2045,2349125,523.7,880.1,458
458,Алматинская,2045,2350800,523.8,882.4,459
459,Алматинская,2045,2352474,523.9,884.7,460
450,Алматы,2045,3021782,901.0,879.0,451
451,Алматы,2045,3026288,901.1,880.0,452
452,Алматы,2045,3030794,901.2,881.0,453
453,Алматы,2045,3035300,901.3,882.0,454
454,Алматы,2045,3039807,901.4,883.0,455
455,Алматы,2045,3044313,901.5,884.0,456
456,Алматы,2045,3048819,901.6,885.0,457
457,Алматы,2045,3053326,901.7,886.0,458
458,Алматы,2045,3057832,901.8,887.0,459
459,Алматы,2045,3062338,901.9,888.0,460
450,Астана,2045,2085910,928.0,877.0,451
451,Астана,2045,2089817,928.1,877.9,452
452,Астана,2045,2093724,928.2,878.8,453
453,Астана,2045,2097631,928.3,879.7,454
454,Астана,2045,2101538,928.4,880.6,455
455,Астана,2045,2105446,928.5,881.5,456
456,Астана,2045,2109353,928.6,882.4,457
457,Астана,2045,2113260,928.7,883.3,458
458,Астана,2045,2117167,928.8,884.2,459
459,Астана,2045,2121074,928.9,885.1,460
450,Атырауская,2045,928360,550.0,871.0,451
451,Атырауская,2045,929502,550.1,872.2,452
452,Атырауская,2045,930645,550.2,873.4,453
453,Атырауская,2045,931788,550.3,874.6,454
454,Атырауская,2045,932931,550.4,875.8,455
455,Атырауская,2045,934074,550.5,877.0,456
456,Атырауская,2045,935217,550.6,878.2,457
457,Атырауская,2045,936360,550.7,879.4,458
458,Атырауская,2045,937503,550.8,880.6,459
459,Атырауская,2045,938646,550.9,881.8,460
459,ВКО,2045,749048,577.9,884.5,451
458,ВКО,2045,750825,577.8,884.0,452
457,ВКО,2045,752603,577.7,883.5,453
456,ВКО,2045,754380,577.6,883.0,454
455,ВКО,2045,756158,577.5,882.5,455
454,ВКО,2045,757935,577.4,882.0,456
453,ВКО,2045,759712,577.3,881.5,457
452,ВКО,2045,761490,577.2,881.0,458
451,ВКО,2045,763267,577.1,880.5,459
450,ВКО,2045,765045,577.0,880.0,460
450,Жамбылская,2045,1392023,604.0,867.0,451
451,Жамбылская,2045,1393005,604.1,869.3,452
452,Жамбылская,2045,1393987,604.2,871.6,453
453,Жамбылская,2045,1394970,604.3,873.9,454
454,Жамбылская,2045,1395952,604.4,876.2,455
455,Жамбылская,2045,1396935,604.5,878.5,456
456,Жамбылская,2045,1397917,604.6,880.8,457
457,Жамбылская,2045,1398899,604.7,883.1,458
458,Жамбылская,2045,1399882,604.8,885.4,459
459,Жамбылская,2045,1400864,604.9,887.7,460
239,Жетісу,2045,684530,631.9,895.4,231
238,Жетісу,2045,684592,631.8,892.8,232
237,Жетісу,2045,684655,631.7,890.2,233
236,Жетісу,2045,684717,631.6,887.6,234
235,Жетісу,2045,684780,631.5,885.0,235
234,Жетісу,2045,684842,631.4,882.4,236
233,Жетісу,2045,684905,631.3,879.8,237
232,Жетісу,2045,684967,631.2,877.2,238
231,Жетісу,2045,685030,631.1,874.6,239
230,Жетісу,2045,685092,631.0,872.0,240
450,ЗКО,2045,738486,658.0,865.0,451
451,ЗКО,2045,738821,658.1,868.7,452
452,ЗКО,2045,739157,658.2,872.4,453
453,ЗКО,2045,739493,658.3,876.1,454
454,ЗКО,2045,739829,658.4,879.8,455
455,ЗКО,2045,740165,658.5,883.5,456
456,ЗКО,2045,740501,658.6,887.2,457
457,ЗКО,2045,740837,658.7,890.9,458
458,ЗКО,2045,741173,658.8,894.6,459
459,ЗКО,2045,741509,658.9,898.3,460
459,Карагандинская,2045,1241232,685.9,897.8,451
458,Карагандинская,2045,1241520,685.8,895.6,452
457,Карагандинская,2045,1241808,685.7,893.4,453
456,Карагандинская,2045,1242097,685.6,891.2,454
455,Карагандинская,2045,1242385,685.5,889.0,455
454,Карагандинская,2045,1242673,685.4,886.8,456
453,Карагандинская,2045,1242962,685.3,884.6,457
452,Карагандинская,2045,1243250,685.2,882.4,458
451,Карагандинская,2045,1243538,685.1,880.2,459
450,Карагандинская,2045,1243827,685.0,878.0,460
459,Костанайская,2045,742754,712.9,889.5,451
458,Костанайская,2045,743188,712.8,888.0,452
457,Костанайская,2045,743622,712.7,886.5,453
456,Костанайская,2045,744056,712.6,885.0,454
455,Костанайская,2045,744490,712.5,883.5,455
454,Костанайская,2045,744923,712.4,882.0,456
453,Костанайская,2045,745357,712.3,880.5,457
452,Костанайская,2045,745791,712.2,879.0,458
451,Костанайская,2045,746225,712.1,877.5,459
450,Костанайская,2045,746659,712.0,876.0,460
450,Кызылординская,2045,1094438,739.0,881.0,451
451,Кызылординская,2045,1095604,739.1,882.5,452
452,Кызылординская,2045,1096770,739.2,884.0,453
453,Кызылординская,2045,1097937,739.3,885.5,454
454,Кызылординская,2045,1099103,739.4,887.0,455
455,Кызылординская,2045,1100270,739.5,888.5,456
456,Кызылординская,2045,1101436,739.6,890.0,457
457,Кызылординская,2045,1102602,739.7,891.5,458
458,Кызылординская,2045,1103769,739.8,893.0,459
459,Кызылординская,2045,1104935,739.9,894.5,460
450,Мангистауская,2045,1235363,766.0,873.0,451
451,Мангистауская,2045,1237490,766.1,875.2,452
452,Мангистауская,2045,1239618,766.2,877.4,453
453,Мангистауская,2045,1241746,766.3,879.6,454
454,Мангистауская,2045,1243873,766.4,881.8,455
455,Мангистауская,2045,1246001,766.5,884.0,456
456,Мангистауская,2045,1248129,766.6,886.2,457
457,Мангистауская,2045,1250256,766.7,888.4,458
458,Мангистауская,2045,1252384,766.8,890.6,459
459,Мангистауская,2045,1254512,766.9,892.8,460
459,Павлодарская,2045,744709,793.9,889.0,451
458,Павлодарская,2045,744733,793.8,886.0,452
457,Павлодарская,2045,744757,793.7,883.0,453
456,Павлодарская,2045,744781,793.6,880.0,454
455,Павлодарская,2045,744805,793.5,877.0,455
454,Павлодарская,2045,744828,793.4,874.0,456
453,Павлодарская,2045,744852,793.3,871.0,457
452,Павлодарская,2045,744876,793.2,868.0,458
451,Павлодарская,2045,744900,793.1,865.0,459
450,Павлодарская,2045,744924,793.0,862.0,460
450,Республика Казахстан ,2045,24195441,820.0,868.0,451
451,Республика Казахстан ,2045,24217739,820.1,870.5,452
452,Республика Казахстан ,2045,24240038,820.2,873.0,453
453,Республика Казахстан ,2045,24262337,820.3,875.5,454
454,Республика Казахстан ,2045,24284636,820.4,878.0,455
455,Республика Казахстан ,2045,24306935,820.5,880.5,456
456,Республика Казахстан ,2045,24329234,820.6,883.0,457
457,Республика Казахстан ,2045,24351533,820.7,885.5,458
458,Республика Казахстан ,2045,24373832,820.8,888.0,459
459,Республика Казахстан ,2045,24396131,820.9,890.5,460
459,СКО,2045,332438,847.9,895.5,451
458,СКО,2045,333241,847.8,894.0,452
457,СКО,2045,334044,847.7,892.5,453
456,СКО,2045,334848,847.6,891.0,454
455,СКО,2045,335651,847.5,889.5,455
454,СКО,2045,336454,847.4,888.0,456
453,СКО,2045,337258,847.3,886.5,457
452,СКО,2045,338061,847.2,885.0,458
451,СКО,2045,338864,847.1,883.5,459
450,СКО,2045,339668,847.0,882.0,460
450,Туркестанская,2045,2328620,874.0,870.0,451
451,Туркестанская,2045,2328750,874.1,873.3,452
452,Туркестанская,2045,2328880,874.2,876.6,453
453,Туркестанская,2045,2329010,874.3,879.9,454
454,Туркестанская,2045,2329141,874.4,883.2,455
455,Туркестанская,2045,2329271,874.5,886.5,456
456,Туркестанская,2045,2329401,874.6,889.8,457
457,Туркестанская,2045,2329532,874.7,893.1,458
458,Туркестанская,2045,2329662,874.8,896.4,459
459,Туркестанская,2045,2329792,874.9,899.7,460
280,Шымкент,2045,2231799,955.0,875.0,281
281,Шымкент,2045,2236531,955.1,875.9,282
282,Шымкент,2045,2241264,955.2,876.8,283
283,Шымкент,2045,2245996,955.3,877.7,284
284,Шымкент,2045,2250729,955.4,878.6,285
285,Шымкент,2045,2255461,955.5,879.5,286
286,Шымкент,2045,2260194,955.6,880.4,287
287,Шымкент,2045,2264926,955.7,881.3,288
288,Шымкент,2045,2269659,955.8,882.2,289
289,Шымкент,2045,2274391,955.9,883.1,290
239,Ұлытау,2045,180828,982.9,890.9,231
238,Ұлытау,2045,181003,982.8,887.8,232
237,Ұлытау,2045,181178,982.7,884.7,233
236,Ұлытау,2045,181353,982.6,881.6,234
235,Ұлытау,2045,181528,982.5,878.5,235
234,Ұлытау,2045,181703,982.4,875.4,236
233,Ұлытау,2045,181878,982.3,872.3,237
232,Ұлытау,2045,182053,982.2,869.2,238
231,Ұлытау,2045,182227,982.1,866.1,239
230,Ұлытау,2045,182402,982.0,863.0,240
249,Абай,2046,607452,443.9,917.9,241
248,Абай,2046,607471,443.8,915.8,242
247,Абай,2046,607489,443.7,913.7,243
246,Абай,2046,607508,443.6,911.6,244
245,Абай,2046,607526,443.5,909.5,245
244,Абай,2046,607545,443.4,907.4,246
243,Абай,2046,607563,443.3,905.3,247
242,Абай,2046,607582,443.2,903.2,248
241,Абай,2046,607600,443.1,901.1,249
240,Абай,2046,607619,443.0,899.0,250
469,Акмолинская,2046,730619,470.9,908.7,461
468,Акмолинская,2046,730669,470.8,906.4,462
467,Акмолинская,2046,730720,470.7,904.1,463
466,Акмолинская,2046,730770,470.6,901.8,464
465,Акмолинская,2046,730821,470.5,899.5,465
464,Акмолинская,2046,730871,470.4,897.2,466
463,Акмолинская,2046,730921,470.3,894.9,467
462,Акмолинская,2046,730972,470.2,892.6,468
461,Акмолинская,2046,731022,470.1,890.3,469
460,Акмолинская,2046,731073,470.0,888.0,470
460,Актюбинская,2046,1202912,497.0,901.0,461
461,Актюбинская,2046,1204144,497.1,902.3,462
462,Актюбинская,2046,1205377,497.2,903.6,463
463,Актюбинская,2046,1206610,497.3,904.9,464
464,Актюбинская,2046,1207843,497.4,906.2,465
465,Актюбинская,2046,1209076,497.5,907.5,466
466,Актюбинская,2046,1210309,497.6,908.8,467
467,Актюбинская,2046,1211542,497.7,910.1,468
468,Актюбинская,2046,1212775,497.8,911.4,469
469,Актюбинская,2046,1214008,497.9,912.7,470
460,Алматинская,2046,2354149,524.0,887.0,461
461,Алматинская,2046,2355823,524.1,889.6,462
462,Алматинская,2046,2357497,524.2,892.2,463
463,Алматинская,2046,2359172,524.3,894.8,464
464,Алматинская,2046,2360846,524.4,897.4,465
465,Алматинская,2046,2362521,524.5,900.0,466
466,Алматинская,2046,2364195,524.6,902.6,467
467,Алматинская,2046,2365869,524.7,905.2,468
468,Алматинская,2046,2367544,524.8,907.8,469
469,Алматинская,2046,2369218,524.9,910.4,470
460,Алматы,2046,3066845,902.0,889.0,461
461,Алматы,2046,3071351,902.1,892.2,462
462,Алматы,2046,3075857,902.2,895.4,463
463,Алматы,2046,3080363,902.3,898.6,464
464,Алматы,2046,3084870,902.4,901.8,465
465,Алматы,2046,3089376,902.5,905.0,466
466,Алматы,2046,3093882,902.6,908.2,467
467,Алматы,2046,3098389,902.7,911.4,468
468,Алматы,2046,3102895,902.8,914.6,469
469,Алматы,2046,3107401,902.9,917.8,470
460,Астана,2046,2124982,929.0,886.0,461
461,Астана,2046,2128889,929.1,888.4,462
462,Астана,2046,2132796,929.2,890.8,463
463,Астана,2046,2136703,929.3,893.2,464
464,Астана,2046,2140610,929.4,895.6,465
465,Астана,2046,2144517,929.5,898.0,466
466,Астана,2046,2148424,929.6,900.4,467
467,Астана,2046,2152331,929.7,902.8,468
468,Астана,2046,2156238,929.8,905.2,469
469,Астана,2046,2160145,929.9,907.6,470
460,Атырауская,2046,939789,551.0,883.0,461
461,Атырауская,2046,940931,551.1,885.6,462
462,Атырауская,2046,942074,551.2,888.2,463
463,Атырауская,2046,943217,551.3,890.8,464
464,Атырауская,2046,944360,551.4,893.4,465
465,Атырауская,2046,945503,551.5,896.0,466
466,Атырауская,2046,946646,551.6,898.6,467
467,Атырауская,2046,947789,551.7,901.2,468
468,Атырауская,2046,948932,551.8,903.8,469
469,Атырауская,2046,950075,551.9,906.4,470
469,ВКО,2046,731274,578.9,919.2,461
468,ВКО,2046,733051,578.8,915.4,462
467,ВКО,2046,734829,578.7,911.6,463
466,ВКО,2046,736606,578.6,907.8,464
465,ВКО,2046,738384,578.5,904.0,465
464,ВКО,2046,740161,578.4,900.2,466
463,ВКО,2046,741938,578.3,896.4,467
462,ВКО,2046,743716,578.2,892.6,468
461,ВКО,2046,745493,578.1,888.8,469
460,ВКО,2046,747271,578.0,885.0,470
460,Жамбылская,2046,1401847,605.0,890.0,461
461,Жамбылская,2046,1402829,605.1,891.7,462
462,Жамбылская,2046,1403811,605.2,893.4,463
463,Жамбылская,2046,1404794,605.3,895.1,464
464,Жамбылская,2046,1405776,605.4,896.8,465
465,Жамбылская,2046,1406759,605.5,898.5,466
466,Жамбылская,2046,1407741,605.6,900.2,467
467,Жамбылская,2046,1408723,605.7,901.9,468
468,Жамбылская,2046,1409706,605.8,903.6,469
469,Жамбылская,2046,1410688,605.9,905.3,470
249,Жетісу,2046,683905,632.9,916.9,241
248,Жетісу,2046,683967,632.8,914.8,242
247,Жетісу,2046,684030,632.7,912.7,243
246,Жетісу,2046,684092,632.6,910.6,244
245,Жетісу,2046,684155,632.5,908.5,245
244,Жетісу,2046,684217,632.4,906.4,246
243,Жетісу,2046,684280,632.3,904.3,247
242,Жетісу,2046,684342,632.2,902.2,248
241,Жетісу,2046,684405,632.1,900.1,249
240,Жетісу,2046,684467,632.0,898.0,250
460,ЗКО,2046,741845,659.0,902.0,461
461,ЗКО,2046,742180,659.1,902.2,462
462,ЗКО,2046,742516,659.2,902.4,463
463,ЗКО,2046,742852,659.3,902.6,464
464,ЗКО,2046,743188,659.4,902.8,465
465,ЗКО,2046,743524,659.5,903.0,466
466,ЗКО,2046,743860,659.6,903.2,467
467,ЗКО,2046,744196,659.7,903.4,468
468,ЗКО,2046,744532,659.8,903.6,469
469,ЗКО,2046,744868,659.9,903.8,470
469,Карагандинская,2046,1238349,686.9,919.8,461
468,Карагандинская,2046,1238637,686.8,917.6,462
467,Карагандинская,2046,1238925,686.7,915.4,463
466,Карагандинская,2046,1239214,686.6,913.2,464
465,Карагандинская,2046,1239502,686.5,911.0,465
464,Карагандинская,2046,1239790,686.4,908.8,466
463,Карагандинская,2046,1240079,686.3,906.6,467
462,Карагандинская,2046,1240367,686.2,904.4,468
461,Карагандинская,2046,1240655,686.1,902.2,469
460,Карагандинская,2046,1240944,686.0,900.0,470
469,Костанайская,2046,738416,713.9,904.5,461
468,Костанайская,2046,738850,713.8,903.0,462
467,Костанайская,2046,739284,713.7,901.5,463
466,Костанайская,2046,739718,713.6,900.0,464
465,Костанайская,2046,740152,713.5,898.5,465
464,Костанайская,2046,740585,713.4,897.0,466
463,Костанайская,2046,741019,713.3,895.5,467
462,Костанайская,2046,741453,713.2,894.0,468
461,Костанайская,2046,741887,713.1,892.5,469
460,Костанайская,2046,742321,713.0,891.0,470
460,Кызылординская,2046,1106102,740.0,896.0,461
461,Кызылординская,2046,1107268,740.1,897.2,462
462,Кызылординская,2046,1108435,740.2,898.4,463
463,Кызылординская,2046,1109601,740.3,899.6,464
464,Кызылординская,2046,1110768,740.4,900.8,465
465,Кызылординская,2046,1111934,740.5,902.0,466
466,Кызылординская,2046,1113101,740.6,903.2,467
467,Кызылординская,2046,1114267,740.7,904.4,468
468,Кызылординская,2046,1115434,740.8,905.6,469
469,Кызылординская,2046,1116600,740.9,906.8,470
460,Мангистауская,2046,1256640,767.0,895.0,461
461,Мангистауская,2046,1258767,767.1,897.2,462
462,Мангистауская,2046,1260895,767.2,899.4,463
463,Мангистауская,2046,1263022,767.3,901.6,464
464,Мангистауская,2046,1265150,767.4,903.8,465
465,Мангистауская,2046,1267278,767.5,906.0,466
466,Мангистауская,2046,1269405,767.6,908.2,467
467,Мангистауская,2046,1271533,767.7,910.4,468
468,Мангистауская,2046,1273660,767.8,912.6,469
469,Мангистауская,2046,1275788,767.9,914.8,470
469,Павлодарская,2046,744470,794.9,913.6,461
468,Павлодарская,2046,744494,794.8,911.2,462
467,Павлодарская,2046,744518,794.7,908.8,463
466,Павлодарская,2046,744542,794.6,906.4,464
465,Павлодарская,2046,744566,794.5,904.0,465
464,Павлодарская,2046,744590,794.4,901.6,466
463,Павлодарская,2046,744614,794.3,899.2,467
462,Павлодарская,2046,744638,794.2,896.8,468
461,Павлодарская,2046,744662,794.1,894.4,469
